variant_name,split,excluded_groups,num_fake,num_real,metric,threshold,fpr,tpr
full_corrected,validation,,11200,4283,TPR@1%FPR,0.0005439906381070614,0.009806210600046696,0.9991964285714285
full_corrected,validation,,11200,4283,TPR@0.1%FPR,0.016481131315231323,0.0009339248190520663,0.9947321428571428
full_corrected,test_ff,,133010,68000,TPR@1%FPR,0.7441998720169067,0.01,0.8976543117058867
full_corrected,test_ff,,133010,68000,TPR@0.1%FPR,0.9365941882133484,0.001,0.8532441169836854
full_corrected,ood,,10182,13083,TPR@1%FPR,0.9933838844299316,0.00993655889322021,0.5496955411510509
full_corrected,ood,,10182,13083,TPR@0.1%FPR,0.9999130368232727,0.000993655889322021,0.2652720487134158
