variant_name,split,excluded_groups,num_fake,num_real,metric,threshold,fpr,tpr
no_fr_corrected_exfr,validation,FR,6400,4283,TPR@1%FPR,0.001503672800026834,0.009806210600046696,1.0
no_fr_corrected_exfr,validation,FR,6400,4283,TPR@0.1%FPR,0.027881812304258347,0.0009339248190520663,0.99984375
no_fr_corrected_exfr,test_ff,FR,79714,44000,TPR@1%FPR,0.8835754990577698,0.01,0.8892666281957999
no_fr_corrected_exfr,test_ff,FR,79714,44000,TPR@0.1%FPR,0.984736442565918,0.001,0.8009508994655895
no_fr_corrected_exfr,ood,FR,8577,5547,TPR@1%FPR,0.9975059032440186,0.009915269515053182,0.651859624577358
no_fr_corrected_exfr,ood,FR,8577,5547,TPR@0.1%FPR,0.9998208284378052,0.0009013881377321074,0.44934126151334963
