probe_name,sample_name,num_images,threshold,mean_fake_prob,min_fake_prob,max_fake_prob,fake_positive_rate
animations,s0--28__podium_speech_happy,9,0.9,0.3095667064189911,0.007649569306522608,0.9999509453773499,0.2222222222222222
animations,s42--d0,32,0.1,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.2,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.3,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.4,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.5,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.6,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.7,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.8,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d0,32,0.9,0.0007189892930909991,6.464737089117989e-05,0.01009775884449482,0.0
animations,s42--d3,32,0.1,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.2,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.3,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.4,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.5,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.6,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.7,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.8,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d3,32,0.9,0.03283983841538429,3.1822355595068075e-06,0.9710482358932495,0.03125
animations,s42--d9,32,0.1,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.03125
animations,s42--d9,32,0.2,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.3,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.4,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.5,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.6,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.7,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.8,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
animations,s42--d9,32,0.9,0.009900013916194439,3.991682660853257e-06,0.12441115081310272,0.0
kobe_test,kobe_sample,24,0.1,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.25
kobe_test,kobe_sample,24,0.2,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.20833333333333334
kobe_test,kobe_sample,24,0.3,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.20833333333333334
kobe_test,kobe_sample,24,0.4,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.20833333333333334
kobe_test,kobe_sample,24,0.5,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.20833333333333334
kobe_test,kobe_sample,24,0.6,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.20833333333333334
kobe_test,kobe_sample,24,0.7,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.20833333333333334
kobe_test,kobe_sample,24,0.8,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.16666666666666666
kobe_test,kobe_sample,24,0.9,0.2049204558134079,0.0019130876753479242,0.9646537899971008,0.125
tiktok,sampled_bundle,48,0.1,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.5833333333333334
tiktok,sampled_bundle,48,0.2,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.5416666666666666
tiktok,sampled_bundle,48,0.3,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.5
tiktok,sampled_bundle,48,0.4,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.3958333333333333
tiktok,sampled_bundle,48,0.5,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.3541666666666667
tiktok,sampled_bundle,48,0.6,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.3333333333333333
tiktok,sampled_bundle,48,0.7,0.38905540108680725,3.643134550657123e-05,0.9998565912246704,0.2708333333333333
