variant_name,split,excluded_groups,num_fake,num_real,metric,threshold,fpr,tpr
no_fr_within_exfr,validation,FR,3520,2141,TPR@1%FPR,0.02909480221569538,0.009808500700607193,0.9994318181818181
no_fr_within_exfr,validation,FR,3520,2141,TPR@0.1%FPR,0.3026192784309387,0.0009341429238673517,0.990909090909091
no_fr_within_exfr,test_ff,FR,79714,107338,TPR@1%FPR,0.9040548205375671,0.009838081574093051,0.8901824020874627
no_fr_within_exfr,test_ff,FR,79714,107338,TPR@0.1%FPR,0.9933342933654785,0.000819840131174421,0.7509345911634092
no_fr_within_exfr,ood,FR,8577,5547,TPR@1%FPR,0.9974833726882935,0.009915269515053182,0.6266759939372741
no_fr_within_exfr,ood,FR,8577,5547,TPR@0.1%FPR,0.9999913573265076,0.0009013881377321074,0.15040223854494578
