split,model,group,method,num_fake,num_real,accuracy,balanced_accuracy,fake_accuracy,real_accuracy,auc
test_ff,bridge_expert_mean,FR,one_shot_free,4470,2000,0.9324574961360124,0.8983478747203579,0.9876957494407159,0.809,0.9909729306487696
test_ff,bridge_expert_mean,FR,pirender,4478,2000,0.9317690645260883,0.8978005806163466,0.9866011612326931,0.809,0.9895650960250112
test_ff,bridge_expert_mean,FR,sadtalker,4415,2000,0.8313328137178488,0.8252248018120045,0.8414496036240091,0.809,0.9153250283125708
test_ff,bridge_expert_mean,FR,tpsm,4442,2000,0.9242471282210494,0.8925684376407024,0.9761368752814048,0.809,0.9784669067987393
test_ff,bridge_expert_mean,FR,wav2lip,4378,2000,0.8115396676074005,0.8108499314755596,0.8126998629511192,0.809,0.8871145500228415
test_ff,bridge_expert_mean,FS,blendface,4467,2000,0.9147982062780269,0.8855835012312514,0.9621670024625028,0.809,0.9681243004253413
test_ff,bridge_expert_mean,FS,e4s,3662,2000,0.9201695513952667,0.8949423812124522,0.9808847624249044,0.809,0.9793511742217367
test_ff,bridge_expert_mean,FS,facedancer,4458,2000,0.8765871786930939,0.8579544638851504,0.9069089277703006,0.809,0.9368170704351728
test_ff,bridge_expert_mean,FS,faceswap,4461,2000,0.8678223185265439,0.8515970634386909,0.8941941268773818,0.809,0.9192103788388253
test_ff,bridge_expert_mean,FS,fsgan,4455,2000,0.9017815646785438,0.8762171717171717,0.9434343434343434,0.809,0.9595157126823795
test_ff,bridge_expert_mean,FS,inswap,3762,2000,0.8821589725789656,0.8650263157894738,0.9210526315789473,0.809,0.9486034024455078
test_ff,bridge_expert_mean,FS,mobileswap,4455,2000,0.9261037955073587,0.8938378226711561,0.978675645342312,0.809,0.97134898989899
test_ff,bridge_expert_mean,FS,simswap,4468,2000,0.9182127396413111,0.8880496866606984,0.9670993733213966,0.809,0.965745411817368
test_ff,bridge_expert_mean,FS,uniface,4465,2000,0.9249806651198763,0.8929658454647257,0.9769316909294513,0.809,0.9792303471444569
test_ff,bridge_expert_max,EFS,DiT,3711,2000,0.894414288215724,0.8670008757747238,0.9585017515494476,0.7755,0.9506699002964161
test_ff,bridge_expert_max,EFS,RDDM,3711,2000,0.9213797933811941,0.88775,1.0,0.7755,0.9968129884128267
test_ff,bridge_expert_max,EFS,SiT,3711,2000,0.9052705305550691,0.8753544192939908,0.9752088385879817,0.7755,0.9595661546752896
test_ff,bridge_expert_max,EFS,StyleGAN2,3711,2000,0.9213797933811941,0.88775,1.0,0.7755,0.9978927512799785
